t,Euler,k1,Midpt,k1,k2,RK4,k1,k2,k3,k4
41.2,-42092.485114,-2023.040572,-42190.865655,-2022.931260,-2025.318875,-42190.862012,-2022.931264,-2025.318879,-2025.318747,-2027.706229,
41.3,-42294.789172,-2027.815790,-42393.397543,-2027.706225,-2030.093575,-42393.393891,-2027.706229,-2030.093579,-2030.093446,-2032.480663,
41.4,-42497.570751,-2032.590477,-42596.406900,-2032.480659,-2034.867743,-42596.403240,-2032.480663,-2034.867747,-2034.867615,-2037.254567,
41.5,-42700.829798,-2037.364634,-42799.893675,-2037.254563,-2039.641382,-42799.890006,-2037.254567,-2039.641386,-2039.641253,-2042.027940,
41.6,-42904.566262,-2042.138260,-43003.857813,-2042.027936,-2044.414490,-43003.854135,-2042.027940,-2044.414494,-2044.414361,-2046.800783,
41.7,-43108.780088,-2046.911355,-43208.299262,-2046.800779,-2049.187067,-43208.295576,-2046.800783,-2049.187072,-2049.186939,-2051.573095,
41.8,-43313.471223,-2051.683921,-43413.217969,-2051.573091,-2053.959115,-43413.214274,-2051.573095,-2053.959119,-2053.958986,-2056.344878,
41.9,-43518.639615,-2056.455956,-43618.613880,-2056.344873,-2058.730632,-43618.610177,-2056.344878,-2058.730636,-2058.730504,-2061.116130,
42.0,-43724.285211,-2061.227461,-43824.486943,-2061.116126,-2063.501619,-43824.483232,-2061.116130,-2063.501623,-2063.501491,-2065.886852,
42.1,-43930.407957,-2065.998436,-44030.837105,-2065.886848,-2068.272076,-44030.833386,-2065.886852,-2068.272080,-2068.271948,-2070.657044,
42.2,-44137.007800,-2070.768880,-44237.664313,-2070.657040,-2073.042003,-44237.660585,-2070.657044,-2073.042007,-2073.041875,-2075.426706,
42.3,-44344.084689,-2075.538795,-44444.968513,-2075.426702,-2077.811400,-44444.964777,-2075.426706,-2077.811404,-2077.811272,-2080.195838,
42.4,-44551.638568,-2080.308179,-44652.749653,-2080.195834,-2082.580267,-44652.745908,-2080.195838,-2082.580271,-2082.580139,-2084.964440,
42.5,-44759.669386,-2085.077034,-44861.007680,-2084.964436,-2087.348605,-44861.003927,-2084.964440,-2087.348609,-2087.348476,-2089.732512,
42.6,-44968.177089,-2089.845359,-45069.742540,-2089.732508,-2092.116412,-45069.738779,-2089.732512,-2092.116416,-2092.116284,-2094.500055,
42.7,-45177.161625,-2094.613154,-45278.954181,-2094.500051,-2096.883690,-45278.950411,-2094.500055,-2096.883694,-2096.883562,-2099.267068,
42.8,-45386.622941,-2099.380419,-45488.642550,-2099.267064,-2101.650438,-45488.638772,-2099.267068,-2101.650442,-2101.650310,-2104.033551,
42.9,-45596.560982,-2104.147154,-45698.807594,-2104.033547,-2106.416656,-45698.803807,-2104.033551,-2106.416661,-2106.416528,-2108.799505,
43.0,-45806.975698,-2108.913360,-45909.449260,-2108.799501,-2111.182345,-45909.445465,-2108.799505,-2111.182350,-2111.182217,-2113.564929,
43.1,-46017.867034,-2113.679037,-46120.567494,-2113.564925,-2115.947505,-46120.563691,-2113.564929,-2115.947509,-2115.947377,-2118.329824,
43.2,-46229.234938,-2118.444183,-46332.162245,-2118.329820,-2120.712135,-46332.158433,-2118.329824,-2120.712139,-2120.712007,-2123.094189,
43.3,-46441.079356,-2123.208801,-46544.233458,-2123.094185,-2125.476235,-46544.229638,-2123.094189,-2125.476240,-2125.476107,-2127.858025,
43.4,-46653.400236,-2127.972889,-46756.781082,-2127.858021,-2130.239807,-46756.777253,-2127.858025,-2130.239811,-2130.239679,-2132.621332,
43.5,-46866.197525,-2132.736447,-46969.805063,-2132.621328,-2135.002849,-46969.801225,-2132.621332,-2135.002853,-2135.002721,-2137.384109,
43.6,-47079.471170,-2137.499476,-47183.305347,-2137.384105,-2139.765362,-47183.301502,-2137.384109,-2139.765366,-2139.765234,-2142.146358,
43.7,-47293.221117,-2142.261977,-47397.281884,-2142.146353,-2144.527345,-47397.278030,-2142.146358,-2144.527350,-2144.527217,-2146.908077,
43.8,-47507.447315,-2147.023947,-47611.734618,-2146.908073,-2149.288800,-47611.730756,-2146.908077,-2149.288804,-2149.288672,-2151.669267,
43.9,-47722.149710,-2151.785389,-47826.663498,-2151.669263,-2154.049726,-47826.659627,-2151.669267,-2154.049730,-2154.049598,-2156.429928,
44.0,-47937.328249,-2156.546302,-48042.068471,-2156.429924,-2158.810122,-48042.064591,-2156.429928,-2158.810127,-2158.809994,-2161.190060,
44.1,-48152.982879,-2161.306686,-48257.949483,-2161.190056,-2163.569990,-48257.945595,-2161.190060,-2163.569994,-2163.569862,-2165.949664,
44.2,-48369.113547,-2166.066541,-48474.306482,-2165.949659,-2168.329329,-48474.302586,-2165.949664,-2168.329333,-2168.329201,-2170.708738,
44.3,-48585.720201,-2170.825866,-48691.139415,-2170.708734,-2173.088139,-48691.135510,-2170.708738,-2173.088143,-2173.088011,-2175.467284,
44.4,-48802.802788,-2175.584664,-48908.448229,-2175.467280,-2177.846420,-48908.444316,-2175.467284,-2177.846425,-2177.846293,-2180.225301,
44.5,-49020.361254,-2180.342932,-49126.232871,-2180.225297,-2182.604173,-49126.228950,-2180.225301,-2182.604178,-2182.604045,-2184.982790,
44.6,-49238.395548,-2185.100672,-49344.493288,-2184.982785,-2187.361397,-49344.489359,-2184.982790,-2187.361402,-2187.361270,-2189.739749,
44.7,-49456.905615,-2189.857883,-49563.229428,-2189.739745,-2192.118093,-49563.225490,-2189.739749,-2192.118097,-2192.117965,-2194.496181,
44.8,-49675.891403,-2194.614565,-49782.441237,-2194.496176,-2196.874260,-49782.437291,-2194.496181,-2196.874264,-2196.874132,-2199.252084,
44.9,-49895.352860,-2199.370719,-50002.128663,-2199.252079,-2201.629899,-50002.124709,-2199.252084,-2201.629903,-2201.629771,-2204.007458,
45.0,-50115.289931,-2204.126345,-50222.291653,-2204.007454,-2206.385009,-50222.287690,-2204.007458,-2206.385013,-2206.384881,-2208.762304,
45.1,-50335.702566,-2208.881442,-50442.930154,-2208.762300,-2211.139591,-50442.926183,-2208.762304,-2211.139595,-2211.139463,-2213.516622,
45.2,-50556.590710,-2213.636010,-50664.044113,-2213.516618,-2215.893645,-50664.040133,-2213.516622,-2215.893649,-2215.893517,-2218.270412,
45.3,-50777.954311,-2218.390051,-50885.633477,-2218.270407,-2220.647170,-50885.629489,-2218.270412,-2220.647174,-2220.647042,-2223.023673,
45.4,-50999.793316,-2223.143563,-51107.698194,-2223.023669,-2225.400167,-51107.694198,-2223.023673,-2225.400172,-2225.400040,-2227.776406,
45.5,-51222.107672,-2227.896547,-51330.238211,-2227.776402,-2230.152637,-51330.234206,-2227.776406,-2230.152641,-2230.152509,-2232.528612,
45.6,-51444.897327,-2232.649003,-51553.253475,-2232.528607,-2234.904578,-51553.249462,-2232.528612,-2234.904582,-2234.904450,-2237.280289,
45.7,-51668.162227,-2237.400931,-51776.743933,-2237.280285,-2239.655991,-51776.739911,-2237.280289,-2239.655996,-2239.655864,-2242.031438,
45.8,-51891.902321,-2242.152331,-52000.709532,-2242.031434,-2244.406877,-52000.705502,-2242.031438,-2244.406881,-2244.406749,-2246.782060,
45.9,-52116.117554,-2246.903203,-52225.150219,-2246.782055,-2249.157234,-52225.146181,-2246.782060,-2249.157239,-2249.157107,-2251.532153,
46.0,-52340.807874,-2251.653547,-52450.065943,-2251.532149,-2253.907064,-52450.061896,-2251.532153,-2253.907068,-2253.906936,-2256.281719,
46.1,-52565.973229,-2256.403363,-52675.456649,-2256.281715,-2258.656366,-52675.452594,-2256.281719,-2258.656370,-2258.656238,-2261.030758,
46.2,-52791.613565,-2261.152652,-52901.322286,-2261.030753,-2263.405140,-52901.318222,-2261.030758,-2263.405145,-2263.405013,-2265.779268,
46.3,-53017.728830,-2265.901412,-53127.662800,-2265.779264,-2268.153387,-53127.658728,-2265.779268,-2268.153391,-2268.153260,-2270.527251,
46.4,-53244.318971,-2270.649646,-53354.478138,-2270.527247,-2272.901106,-53354.474059,-2270.527251,-2272.901111,-2272.900979,-2275.274706,
46.5,-53471.383936,-2275.397351,-53581.768249,-2275.274702,-2277.648298,-53581.764161,-2275.274706,-2277.648302,-2277.648170,-2280.021634,
46.6,-53698.923671,-2280.144529,-53809.533079,-2280.021630,-2282.394962,-53809.528982,-2280.021634,-2282.394967,-2282.394835,-2284.768035,
46.7,-53926.938124,-2284.891180,-54037.772575,-2284.768030,-2287.141099,-54037.768470,-2284.768035,-2287.141103,-2287.140972,-2289.513908,
46.8,-54155.427242,-2289.637303,-54266.486685,-2289.513904,-2291.886708,-54266.482572,-2289.513908,-2291.886713,-2291.886581,-2294.259254,
46.9,-54384.390972,-2294.382899,-54495.675356,-2294.259250,-2296.631791,-54495.671234,-2294.259254,-2296.631795,-2296.631664,-2299.004073,
47.0,-54613.829262,-2299.127967,-54725.338535,-2299.004068,-2301.376346,-54725.334405,-2299.004073,-2301.376350,-2301.376219,-2303.748364,
47.1,-54843.742059,-2303.872509,-54955.476169,-2303.748360,-2306.120374,-54955.472031,-2303.748364,-2306.120378,-2306.120247,-2308.492129,
47.2,-55074.129310,-2308.616523,-55186.088207,-2308.492124,-2310.863875,-55186.084060,-2308.492129,-2310.863879,-2310.863747,-2313.235366,
47.3,-55304.990962,-2313.360010,-55417.174594,-2313.235362,-2315.606848,-55417.170439,-2313.235366,-2315.606853,-2315.606721,-2317.978077,
47.4,-55536.326963,-2318.102970,-55648.735279,-2317.978072,-2320.349295,-55648.731116,-2317.978077,-2320.349300,-2320.349168,-2322.720260,
47.5,-55768.137260,-2322.845403,-55880.770209,-2322.720255,-2325.091215,-55880.766037,-2322.720260,-2325.091220,-2325.091088,-2327.461917,
47.6,-56000.421800,-2327.587309,-56113.279330,-2327.461912,-2329.832608,-56113.275150,-2327.461916,-2329.832613,-2329.832481,-2332.203046,
47.7,-56233.180531,-2332.328688,-56346.262591,-2332.203042,-2334.573475,-56346.258403,-2332.203046,-2334.573479,-2334.573348,-2336.943649,
47.8,-56466.413400,-2337.069541,-56579.719938,-2336.943645,-2339.313814,-56579.715742,-2336.943649,-2339.313819,-2339.313687,-2341.683725,
47.9,-56700.120354,-2341.809866,-56813.651320,-2341.683721,-2344.053627,-56813.647115,-2341.683725,-2344.053632,-2344.053500,-2346.423275,
48.0,-56934.301341,-2346.549665,-57048.056683,-2346.423270,-2348.792914,-57048.052470,-2346.423275,-2348.792918,-2348.792787,-2351.162298,
48.1,-57168.956307,-2351.288937,-57282.935974,-2351.162293,-2353.531673,-57282.931753,-2351.162298,-2353.531678,-2353.531546,-2355.900795,
48.2,-57404.085201,-2356.027683,-57518.289141,-2355.900790,-2358.269906,-57518.284912,-2355.900795,-2358.269911,-2358.269780,-2360.638765,
48.3,-57639.687969,-2360.765902,-57754.116132,-2360.638760,-2363.007613,-57754.111894,-2360.638765,-2363.007618,-2363.007486,-2365.376208,
48.4,-57875.764560,-2365.503595,-57990.416893,-2365.376203,-2367.744794,-57990.412647,-2365.376208,-2367.744798,-2367.744667,-2370.113125,
48.5,-58112.314919,-2370.240761,-58227.191373,-2370.113121,-2372.481448,-58227.187118,-2370.113125,-2372.481452,-2372.481321,-2374.849516,
48.6,-58349.338995,-2374.977401,-58464.439517,-2374.849512,-2377.217576,-58464.435255,-2374.849516,-2377.217580,-2377.217449,-2379.585381,
48.7,-58586.836735,-2379.713515,-58702.161275,-2379.585376,-2381.953177,-58702.157004,-2379.585381,-2381.953182,-2381.953050,-2384.320720,
48.8,-58824.808087,-2384.449102,-58940.356593,-2384.320715,-2386.688253,-58940.352313,-2384.320720,-2386.688257,-2386.688126,-2389.055532,
48.9,-59063.252997,-2389.184163,-59179.025418,-2389.055527,-2391.422802,-59179.021130,-2389.055532,-2391.422807,-2391.422675,-2393.789818,
49.0,-59302.171413,-2393.918698,-59418.167698,-2393.789814,-2396.156825,-59418.163402,-2393.789818,-2396.156830,-2396.156699,-2398.523579,
49.1,-59541.563283,-2398.652707,-59657.783381,-2398.523574,-2400.890323,-59657.779076,-2398.523579,-2400.890327,-2400.890196,-2403.256813,
49.2,-59781.428554,-2403.386190,-59897.872413,-2403.256808,-2405.623294,-59897.868100,-2403.256813,-2405.623299,-2405.623167,-2407.989522,
49.3,-60021.767173,-2408.119148,-60138.434742,-2407.989517,-2410.355740,-60138.430421,-2407.989522,-2410.355745,-2410.355613,-2412.721704,
49.4,-60262.579088,-2412.851579,-60379.470316,-2412.721700,-2415.087660,-60379.465987,-2412.721704,-2415.087664,-2415.087533,-2417.453361,
49.5,-60503.864246,-2417.583484,-60620.979082,-2417.453357,-2419.819054,-60620.974745,-2417.453361,-2419.819058,-2419.818927,-2422.184493,
49.6,-60745.622594,-2422.314864,-60862.960988,-2422.184488,-2424.549922,-60862.956642,-2422.184493,-2424.549927,-2424.549795,-2426.915098,
49.7,-60987.854080,-2427.045718,-61105.415980,-2426.915093,-2429.280265,-61105.411626,-2426.915098,-2429.280270,-2429.280138,-2431.645178,
49.8,-61230.558652,-2431.776046,-61348.344006,-2431.645173,-2434.010082,-61348.339644,-2431.645178,-2434.010087,-2434.009955,-2436.374733,
49.9,-61473.736257,-2436.505849,-61591.745015,-2436.374728,-2438.739374,-61591.740644,-2436.374733,-2438.739378,-2438.739247,-2441.103762,
50.0,-61717.386842,-2441.235126,-61835.618952,-2441.103757,-2443.468140,-61835.614573,-2441.103762,-2443.468145,-2443.468013,-2445.832265,
50.1,-61961.510354,-2445.963877,-62079.965766,-2445.832260,-2448.196381,-62079.961379,-2445.832265,-2448.196386,-2448.196254,-2450.560243,
50.2,-62206.106742,-2450.692104,-62324.785404,-2450.560238,-2452.924096,-62324.781009,-2450.560243,-2452.924101,-2452.923970,-2455.287696,
50.3,-62451.175952,-2455.419804,-62570.077814,-2455.287691,-2457.651286,-62570.073410,-2455.287696,-2457.651291,-2457.651160,-2460.014624,
50.4,-62696.717933,-2460.146980,-62815.842942,-2460.014619,-2462.377951,-62815.838530,-2460.014624,-2462.377956,-2462.377825,-2464.741026,
50.5,-62942.732631,-2464.873630,-63062.080737,-2464.741021,-2467.104091,-63062.076317,-2464.741026,-2467.104096,-2467.103965,-2469.466904,
50.6,-63189.219994,-2469.599756,-63308.791146,-2469.466899,-2471.829706,-63308.786718,-2469.466904,-2471.829711,-2471.829580,-2474.192256,
50.7,-63436.179969,-2474.325356,-63555.974117,-2474.192251,-2476.554796,-63555.969680,-2474.192256,-2476.554801,-2476.554670,-2478.917083,
50.8,-63683.612505,-2479.050431,-63803.629597,-2478.917078,-2481.279361,-63803.625152,-2478.917083,-2481.279366,-2481.279234,-2483.641385,
50.9,-63931.517548,-2483.774981,-64051.757533,-2483.641381,-2486.003400,-64051.753080,-2483.641385,-2486.003405,-2486.003274,-2488.365163,
51.0,-64179.895046,-2488.499006,-64300.357873,-2488.365158,-2490.726915,-64300.353411,-2488.365163,-2490.726920,-2490.726789,-2493.088415,
51.1,-64428.744947,-2493.222506,-64549.430564,-2493.088410,-2495.449906,-64549.426095,-2493.088415,-2495.449911,-2495.449779,-2497.811143,
51.2,-64678.067197,-2497.945481,-64798.975555,-2497.811138,-2500.172371,-64798.971077,-2497.811143,-2500.172376,-2500.172245,-2502.533346,
51.3,-64927.861745,-2502.667931,-65048.992792,-2502.533341,-2504.894312,-65048.988306,-2502.533346,-2504.894317,-2504.894186,-2507.255025,
51.4,-65178.128538,-2507.389857,-65299.482223,-2507.255020,-2509.615728,-65299.477729,-2507.255025,-2509.615733,-2509.615602,-2511.976179,
51.5,-65428.867524,-2512.111258,-65550.443796,-2511.976174,-2514.336619,-65550.439293,-2511.976179,-2514.336624,-2514.336493,-2516.696808,
51.6,-65680.078650,-2516.832135,-65801.877458,-2516.696803,-2519.056986,-65801.872947,-2516.696808,-2519.056991,-2519.056860,-2521.416913,
51.7,-65931.761863,-2521.552487,-66053.783156,-2521.416908,-2523.776829,-66053.778637,-2521.416913,-2523.776834,-2523.776703,-2526.136493,
51.8,-66183.917112,-2526.272314,-66306.160839,-2526.136488,-2528.496147,-66306.156312,-2526.136493,-2528.496152,-2528.496021,-2530.855549,
51.9,-66436.544343,-2530.991617,-66559.010454,-2530.855544,-2533.214941,-66559.005918,-2530.855549,-2533.214946,-2533.214815,-2535.574081,
52.0,-66689.643505,-2535.710396,-66812.331948,-2535.574076,-2537.933210,-66812.327404,-2535.574081,-2537.933215,-2537.933084,-2540.292088,
52.1,-66943.214545,-2540.428651,-67066.125269,-2540.292083,-2542.650956,-67066.120717,-2540.292088,-2542.650961,-2542.650830,-2545.009571,
52.2,-67197.257410,-2545.146381,-67320.390365,-2545.009566,-2547.368177,-67320.385804,-2545.009571,-2547.368182,-2547.368051,-2549.726530,
52.3,-67451.772048,-2549.863587,-67575.127182,-2549.726525,-2552.084874,-67575.122614,-2549.726530,-2552.084879,-2552.084748,-2554.442965,
52.4,-67706.758407,-2554.580268,-67830.335670,-2554.442960,-2556.801047,-67830.331093,-2554.442965,-2556.801052,-2556.800921,-2559.158876,
52.5,-67962.216433,-2559.296426,-68086.015775,-2559.158871,-2561.516696,-68086.011189,-2559.158876,-2561.516701,-2561.516570,-2563.874264,
52.6,-68218.146076,-2564.012060,-68342.167444,-2563.874258,-2566.231821,-68342.162851,-2563.874263,-2566.231826,-2566.231695,-2568.589127,
52.7,-68474.547282,-2568.727170,-68598.790626,-2568.589122,-2570.946422,-68598.786025,-2568.589127,-2570.946427,-2570.946296,-2573.303466,
52.8,-68731.419999,-2573.441756,-68855.885268,-2573.303461,-2575.660500,-68855.880659,-2573.303466,-2575.660505,-2575.660374,-2578.017281,
52.9,-68988.764175,-2578.155818,-69113.451318,-2578.017276,-2580.374053,-69113.446700,-2578.017281,-2580.374058,-2580.373927,-2582.730573,
53.0,-69246.579756,-2582.869356,-69371.488724,-2582.730568,-2585.087083,-69371.484098,-2582.730573,-2585.087088,-2585.086957,-2587.443341,
53.1,-69504.866692,-2587.582370,-69629.997432,-2587.443336,-2589.799589,-69629.992798,-2587.443341,-2589.799594,-2589.799464,-2592.155586,
53.2,-69763.624929,-2592.294861,-69888.977391,-2592.155581,-2594.511572,-69888.972748,-2592.155586,-2594.511577,-2594.511446,-2596.867307,
53.3,-70022.854415,-2597.006828,-70148.428548,-2596.867302,-2599.223031,-70148.423897,-2596.867307,-2599.223036,-2599.222906,-2601.578504,
53.4,-70282.555098,-2601.718272,-70408.350851,-2601.578499,-2603.933967,-70408.346192,-2601.578504,-2603.933972,-2603.933841,-2606.289178,
53.5,-70542.726925,-2606.429192,-70668.744248,-2606.289173,-2608.644379,-70668.739581,-2606.289178,-2608.644384,-2608.644254,-2610.999329,
53.6,-70803.369844,-2611.139589,-70929.608686,-2610.999324,-2613.354268,-70929.604010,-2610.999329,-2613.354273,-2613.354143,-2615.708956,
53.7,-71064.483803,-2615.849462,-71190.944113,-2615.708951,-2618.063634,-71190.939429,-2615.708956,-2618.063639,-2618.063508,-2620.418060,
53.8,-71326.068749,-2620.558813,-71452.750476,-2620.418055,-2622.772476,-71452.745784,-2620.418060,-2622.772481,-2622.772351,-2625.126641,
53.9,-71588.124631,-2625.267639,-71715.027724,-2625.126636,-2627.480795,-71715.023024,-2625.126641,-2627.480801,-2627.480670,-2629.834699,
54.0,-71850.651395,-2629.975943,-71977.775803,-2629.834694,-2632.188592,-71977.771095,-2629.834699,-2632.188597,-2632.188466,-2634.542233,
54.1,-72113.648989,-2634.683723,-72240.994662,-2634.542228,-2636.895865,-72240.989946,-2634.542233,-2636.895870,-2636.895739,-2639.249245,
54.2,-72377.117361,-2639.390981,-72504.684249,-2639.249240,-2641.602615,-72504.679524,-2639.249245,-2641.602620,-2641.602489,-2643.955734,
54.3,-72641.056459,-2644.097715,-72768.844510,-2643.955728,-2646.308842,-72768.839778,-2643.955734,-2646.308847,-2646.308716,-2648.661699,
54.4,-72905.466231,-2648.803926,-73033.475395,-2648.661694,-2651.014546,-73033.470654,-2648.661699,-2651.014551,-2651.014421,-2653.367142,
54.5,-73170.346623,-2653.509615,-73298.576849,-2653.367137,-2655.719728,-73298.572100,-2653.367142,-2655.719733,-2655.719602,-2658.072062,
54.6,-73435.697585,-2658.214780,-73564.148822,-2658.072057,-2660.424386,-73564.144065,-2658.072062,-2660.424391,-2660.424261,-2662.776459,
54.7,-73701.519063,-2662.919423,-73830.191261,-2662.776454,-2665.128522,-73830.186495,-2662.776459,-2665.128527,-2665.128397,-2667.480334,
54.8,-73967.811005,-2667.623543,-74096.704113,-2667.480329,-2669.832135,-74096.699339,-2667.480334,-2669.832141,-2669.832010,-2672.183686,
54.9,-74234.573360,-2672.327141,-74363.687326,-2672.183681,-2674.535226,-74363.682544,-2672.183686,-2674.535231,-2674.535101,-2676.886515,
55.0,-74501.806074,-2677.030215,-74631.140849,-2676.886510,-2679.237794,-74631.136059,-2676.886515,-2679.237800,-2679.237669,-2681.588822,
55.1,-74769.509095,-2681.732768,-74899.064628,-2681.588817,-2683.939840,-74899.059830,-2681.588822,-2683.939845,-2683.939715,-2686.290607,
55.2,-75037.682372,-2686.434797,-75167.458612,-2686.290602,-2688.641363,-75167.453806,-2686.290607,-2688.641369,-2688.641238,-2690.991869,
55.3,-75306.325852,-2691.136305,-75436.322749,-2690.991864,-2693.342364,-75436.317934,-2690.991869,-2693.342369,-2693.342239,-2695.692609,
55.4,-75575.439482,-2695.837289,-75705.656985,-2695.692603,-2698.042843,-75705.652162,-2695.692609,-2698.042848,-2698.042717,-2700.392826,
55.5,-75845.023211,-2700.537752,-75975.461269,-2700.392821,-2702.742799,-75975.456438,-2700.392826,-2702.742804,-2702.742674,-2705.092521,
55.6,-76115.076986,-2705.237692,-76245.735549,-2705.092516,-2707.442233,-76245.730710,-2705.092521,-2707.442239,-2707.442108,-2709.791695,
55.7,-76385.600756,-2709.937110,-76516.479773,-2709.791689,-2712.141145,-76516.474925,-2709.791695,-2712.141151,-2712.141020,-2714.490346,
55.8,-76656.594467,-2714.636006,-76787.693887,-2714.490340,-2716.839535,-76787.689032,-2714.490346,-2716.839541,-2716.839410,-2719.188474,
55.9,-76928.058067,-2719.334380,-77059.377841,-2719.188469,-2721.537403,-77059.372977,-2719.188474,-2721.537408,-2721.537278,-2723.886081,
56.0,-77199.991505,-2724.032232,-77331.531581,-2723.886076,-2726.234749,-77331.526709,-2723.886081,-2726.234754,-2726.234624,-2728.583166,
56.1,-77472.394728,-2728.729561,-77604.155056,-2728.583161,-2730.931573,-77604.150176,-2728.583166,-2730.931579,-2730.931448,-2733.279730,
56.2,-77745.267685,-2733.426369,-77877.248213,-2733.279724,-2735.627875,-77877.243325,-2733.279730,-2735.627881,-2735.627750,-2737.975771,
56.3,-78018.610322,-2738.122655,-78150.811001,-2737.975766,-2740.323656,-78150.806104,-2737.975771,-2740.323661,-2740.323531,-2742.671291,
56.4,-78292.422587,-2742.818419,-78424.843366,-2742.671285,-2745.018915,-78424.838462,-2742.671291,-2745.018920,-2745.018790,-2747.366289,
56.5,-78566.704429,-2747.513662,-78699.345258,-2747.366283,-2749.713652,-78699.340345,-2747.366289,-2749.713657,-2749.713527,-2752.060765,
56.6,-78841.455795,-2752.208382,-78974.316623,-2752.060759,-2754.407867,-78974.311702,-2752.060765,-2754.407873,-2754.407742,-2756.754719,
56.7,-79116.676633,-2756.902582,-79249.757409,-2756.754714,-2759.101561,-79249.752481,-2756.754719,-2759.101566,-2759.101436,-2761.448153,
56.8,-79392.366892,-2761.596259,-79525.667566,-2761.448147,-2763.794733,-79525.662629,-2761.448153,-2763.794739,-2763.794608,-2766.141064,
56.9,-79668.526517,-2766.289415,-79802.047039,-2766.141059,-2768.487384,-79802.042094,-2766.141064,-2768.487390,-2768.487259,-2770.833455,
57.0,-79945.155459,-2770.982049,-80078.895777,-2770.833449,-2773.179514,-80078.890824,-2770.833455,-2773.179519,-2773.179389,-2775.525324,
57.1,-80222.253664,-2775.674163,-80356.213729,-2775.525318,-2777.871122,-80356.208767,-2775.525324,-2777.871128,-2777.870997,-2780.216671,
57.2,-80499.821080,-2780.365754,-80634.000841,-2780.216666,-2782.562209,-80633.995871,-2780.216671,-2782.562215,-2782.562084,-2784.907498,
57.3,-80777.857656,-2785.056825,-80912.257062,-2784.907492,-2787.252775,-80912.252084,-2784.907498,-2787.252781,-2787.252650,-2789.597803,
57.4,-81056.363338,-2789.747374,-81190.982339,-2789.597797,-2791.942820,-81190.977354,-2789.597803,-2791.942825,-2791.942695,-2794.287587,
57.5,-81335.338075,-2794.437402,-81470.176621,-2794.287582,-2796.632343,-81470.171627,-2794.287587,-2796.632349,-2796.632219,-2798.976850,
57.6,-81614.781816,-2799.126909,-81749.839856,-2798.976845,-2801.321346,-81749.834854,-2798.976850,-2801.321351,-2801.321221,-2803.665592,
57.7,-81894.694507,-2803.815895,-82029.971990,-2803.665587,-2806.009827,-82029.966980,-2803.665592,-2806.009833,-2806.009703,-2808.353813,
57.8,-82175.076096,-2808.504360,-82310.572973,-2808.353808,-2810.697788,-82310.567955,-2808.353813,-2810.697794,-2810.697664,-2813.041514,
57.9,-82455.926532,-2813.192304,-82591.642752,-2813.041508,-2815.385228,-82591.637725,-2813.041514,-2815.385234,-2815.385103,-2817.728693,
58.0,-82737.245762,-2817.879727,-82873.181275,-2817.728687,-2820.072147,-82873.176240,-2817.728693,-2820.072153,-2820.072022,-2822.415352,
58.1,-83019.033735,-2822.566629,-83155.188489,-2822.415346,-2824.758545,-83155.183447,-2822.415352,-2824.758551,-2824.758421,-2827.101490,
58.2,-83301.290398,-2827.253011,-83437.664344,-2827.101484,-2829.444423,-83437.659293,-2827.101490,-2829.444428,-2829.444298,-2831.787107,
58.3,-83584.015699,-2831.938871,-83720.608786,-2831.787101,-2834.129780,-83720.603727,-2831.787107,-2834.129785,-2834.129655,-2836.472204,
58.4,-83867.209586,-2836.624212,-84004.021764,-2836.472198,-2838.814616,-84004.016697,-2836.472204,-2838.814622,-2838.814492,-2841.156780,
58.5,-84150.872007,-2841.309031,-84287.903226,-2841.156774,-2843.498932,-84287.898151,-2841.156780,-2843.498938,-2843.498808,-2845.840836,
58.6,-84435.002911,-2845.993330,-84572.253119,-2845.840830,-2848.182728,-84572.248036,-2845.840836,-2848.182733,-2848.182603,-2850.524371,
58.7,-84719.602244,-2850.677109,-84857.071392,-2850.524365,-2852.866003,-84857.066300,-2850.524371,-2852.866008,-2852.865878,-2855.207386,
58.8,-85004.669954,-2855.360367,-85142.357992,-2855.207380,-2857.548757,-85142.352893,-2855.207386,-2857.548763,-2857.548633,-2859.889880,
58.9,-85290.205991,-2860.043104,-85428.112868,-2859.889875,-2862.230992,-85428.107760,-2859.889880,-2862.230997,-2862.230867,-2864.571855,
59.0,-85576.210302,-2864.725322,-85714.335967,-2864.571849,-2866.912706,-85714.330851,-2864.571855,-2866.912712,-2866.912582,-2869.253309,
59.1,-85862.682834,-2869.407019,-86001.027238,-2869.253303,-2871.593900,-86001.022114,-2869.253309,-2871.593906,-2871.593776,-2873.934243,
59.2,-86149.623536,-2874.088196,-86288.186628,-2873.934237,-2876.274574,-86288.181496,-2873.934243,-2876.274580,-2876.274450,-2878.614657,
59.3,-86437.032355,-2878.768853,-86575.814085,-2878.614651,-2880.954728,-86575.808945,-2878.614657,-2880.954734,-2880.954604,-2883.294551,
59.4,-86724.909241,-2883.448990,-86863.909558,-2883.294545,-2885.634362,-86863.904410,-2883.294551,-2885.634368,-2885.634238,-2887.973925,
59.5,-87013.254140,-2888.128607,-87152.472994,-2887.973919,-2890.313476,-87152.467838,-2887.973925,-2890.313482,-2890.313352,-2892.652779,
59.6,-87302.067000,-2892.807703,-87441.504342,-2892.652773,-2894.992070,-87441.499177,-2892.652779,-2894.992076,-2894.991946,-2897.331113,
59.7,-87591.347770,-2897.486280,-87731.003549,-2897.331107,-2899.670144,-87730.998376,-2897.331113,-2899.670150,-2899.670020,-2902.008927,
